DDT Code,DDT Name,IW Code,LOC Code,IW Code printed on Ticket,Coolant,,Oil Filter,,Air Filter,,Brake Fluid,,Spark Plug,,CLUTCH - BEARING,,CLUTCH - COVER ASSY,,CLUTCH - CYLINDER ASSY,,CLUTCH - DISC,,CLUTCH - SET,,Clutch Kit,,Brake Pad,,Brake Shoe,,BEARING -Wheel,,HEADLAMP,,TAIL LIGHT,, AIR DRYING SEALER,,MASKING TAPE,,SEALENT,,RUST SMASH,,Total Tickets
KA03,Maroor Motors,WKA030143005,MNG,MNG-WKA030143005,1,0301430CO-1118962-1,1,0301430OF-11181110-1,1,0301430AF-11181103-1,1,0301430BF-11181069-1,1,0301430SP-11181215-1,1,0301430CB-1118797-1,0,-,0,-,0,-,1,0301430CS-11181123-1,1,0301430CK-11181299-1,1,0301430BP-1118790-1,1,0301430BS-1118980-1,1,0301430WB-11181283-1,0,-,0,-,1,0301430ADS-11181555-1,1,0301430MT-11181632-1,1,0301430SEA-11181428-1,1,0301430RS-11181455-1,15
KA03,Maroor Motors,WKA030134044,MYS,MYS-WKA030134044,1,0301340CO-1118963-1,1,0301340OF-11181111-1,1,0301340AF-11181104-1,1,0301340BF-11181070-1,1,0301340SP-11181216-1,1,0301340CB-1118798-1,0,-,0,-,0,-,0,-,1,0301340CK-11181300-1,1,0301340BP-1118791-1,1,0301340BS-1118981-1,1,0301340WB-11181284-1,0,-,0,-,1,0301340ADS-11181556-1,1,0301340MT-11181633-1,1,0301340SEA-11181429-1,1,0301340RS-11181456-1,14
KA03,Maroor Motors,WKA0338855,MYS,MYS-WKA0338855,0,-,0,-,0,-,1,0338855BF-11181071-1,1,0338855SP-11181217-1,1,0338855CB-1118799-1,1,0338855COA-1118741-1,1,0338855CYA-11181087-1,1,0338855CD-1118715-1,1,0338855CS-11181124-1,1,0338855CK-11181301-1,1,0338855BP-1118792-1,1,0338855BS-1118982-1,1,0338855WB-11181285-1,0,-,1,0338855TL-1118653-1,1,0338855ADS-11181557-1,1,0338855MT-11181634-1,1,0338855SEA-11181430-1,1,0338855RS-11181457-1,16
KA03,Maroor Motors,WKA0320483,MNG,MNG-WKA0320483,1,0320483CO-1118964-1,0,-,0,-,1,0320483BF-11181072-1,1,0320483SP-11181218-1,0,-,1,0320483COA-1118742-1,0,-,1,0320483CD-1118716-1,0,-,1,0320483CK-11181302-1,1,0320483BP-1118793-1,0,-,1,0320483WB-11181286-1,0,-,0,-,0,-,1,0320483MT-11181635-1,1,0320483SEA-11181431-1,0,-,10
KA03,Maroor Motors,WKA0345948,MNG,MNG-WKA0345948,1,0345948CO-1118965-1,1,0345948OF-11181112-1,1,0345948AF-11181105-1,1,0345948BF-11181073-1,1,0345948SP-11181219-1,1,0345948CB-1118800-1,1,0345948COA-1118743-1,1,0345948CYA-11181088-1,1,0345948CD-1118717-1,1,0345948CS-11181125-1,1,0345948CK-11181303-1,1,0345948BP-1118794-1,1,0345948BS-1118983-1,1,0345948WB-11181287-1,0,-,0,-,1,0345948ADS-11181558-1,1,0345948MT-11181636-1,1,0345948SEA-11181432-1,1,0345948RS-11181458-1,18
KA03,Maroor Motors,WKA0313897,MNG,MNG-WKA0313897,1,0313897CO-1118966-1,1,0313897OF-11181113-1,1,0313897AF-11181106-1,1,0313897BF-11181074-1,1,0313897SP-11181220-1,1,0313897CB-1118801-1,1,0313897COA-1118744-1,1,0313897CYA-11181089-1,1,0313897CD-1118718-1,1,0313897CS-11181126-1,1,0313897CK-11181304-1,1,0313897BP-1118795-1,1,0313897BS-1118984-1,1,0313897WB-11181288-1,0,-,0,-,1,0313897ADS-11181559-1,1,0313897MT-11181637-1,0,-,1,0313897RS-11181459-1,17
KA03,Maroor Motors,WKA0320938,UDU,UDU-WKA0320938,1,0320938CO-1118967-1,0,-,1,0320938AF-11181107-1,1,0320938BF-11181075-1,1,0320938SP-11181221-1,1,0320938CB-1118802-1,1,0320938COA-1118745-1,1,0320938CYA-11181090-1,1,0320938CD-1118719-1,0,-,1,0320938CK-11181305-1,1,0320938BP-1118796-1,1,0320938BS-1118985-1,1,0320938WB-11181289-1,0,-,0,-,1,0320938ADS-11181560-1,1,0320938MT-11181638-1,1,0320938SEA-11181433-1,1,0320938RS-11181460-1,16
KA03,Maroor Motors,WKA030122842,MND,MND-WKA030122842,1,0301228CO-1118968-1,1,0301228OF-11181114-1,1,0301228AF-11181108-1,1,0301228BF-11181076-1,1,0301228SP-11181222-1,1,0301228CB-1118803-1,1,0301228COA-1118746-1,1,0301228CYA-11181091-1,1,0301228CD-1118720-1,1,0301228CS-11181127-1,1,0301228CK-11181306-1,1,0301228BP-1118797-1,1,0301228BS-1118986-1,1,0301228WB-11181290-1,0,-,0,-,1,0301228ADS-11181561-1,1,0301228MT-11181639-1,1,0301228SEA-11181434-1,1,0301228RS-11181461-1,18
KA03,Maroor Motors,WKA030125602,MNG,MNG-WKA030125602,1,0301256CO-1118969-1,1,0301256OF-11181115-1,1,0301256AF-11181109-1,1,0301256BF-11181077-1,1,0301256SP-11181223-1,1,0301256CB-1118804-1,1,0301256COA-1118747-1,1,0301256CYA-11181092-1,1,0301256CD-1118721-1,1,0301256CS-11181128-1,1,0301256CK-11181307-1,1,0301256BP-1118798-1,1,0301256BS-1118987-1,1,0301256WB-11181291-1,0,-,0,-,1,0301256ADS-11181562-1,1,0301256MT-11181640-1,1,0301256SEA-11181435-1,1,0301256RS-11181462-1,18
KA03,Maroor Motors,WKA0324872,UDU,UDU-WKA0324872,0,-,0,-,1,0324872AF-11181110-1,1,0324872BF-11181078-1,0,-,0,-,1,0324872COA-1118748-1,1,0324872CYA-11181093-1,1,0324872CD-1118722-1,0,-,1,0324872CK-11181308-1,1,0324872BP-1118799-1,1,0324872BS-1118988-1,0,-,0,-,1,0324872TL-1118654-1,1,0324872ADS-11181563-1,1,0324872MT-11181641-1,1,0324872SEA-11181436-1,1,0324872RS-11181463-1,13
KA03,Maroor Motors,WKA0311184,HSN,HSN-WKA0311184,1,0311184CO-1118970-1,1,0311184OF-11181116-1,1,0311184AF-11181111-1,1,0311184BF-11181079-1,1,0311184SP-11181224-1,1,0311184CB-1118805-1,1,0311184COA-1118749-1,1,0311184CYA-11181094-1,1,0311184CD-1118723-1,0,-,1,0311184CK-11181309-1,0,-,1,0311184BS-1118989-1,1,0311184WB-11181292-1,0,-,1,0311184TL-1118655-1,1,0311184ADS-11181564-1,1,0311184MT-11181642-1,1,0311184SEA-11181437-1,1,0311184RS-11181464-1,17
KA03,Maroor Motors,WKA030134705,MND,MND-WKA030134705,0,-,0,-,0,-,1,0301347BF-11181080-1,1,0301347SP-11181225-1,0,-,0,-,1,0301347CYA-11181095-1,0,-,0,-,1,0301347CK-11181310-1,0,-,1,0301347BS-1118990-1,1,0301347WB-11181293-1,1,0301347HL-1118867-1,0,-,1,0301347ADS-11181565-1,1,0301347MT-11181643-1,1,0301347SEA-11181438-1,1,0301347RS-11181465-1,11
KA03,Maroor Motors,WKA0309913,HSN,HSN-WKA0309913,1,0309913CO-1118971-1,0,-,1,0309913AF-11181112-1,1,0309913BF-11181081-1,1,0309913SP-11181226-1,1,0309913CB-1118806-1,1,0309913COA-1118750-1,1,0309913CYA-11181096-1,0,-,0,-,1,0309913CK-11181311-1,1,0309913BP-1118800-1,1,0309913BS-1118991-1,0,-,1,0309913HL-1118868-1,1,0309913TL-1118656-1,0,-,1,0309913MT-11181644-1,0,-,0,-,13
KA03,Maroor Motors,WKA0324278,UDU,UDU-WKA0324278,1,0324278CO-1118972-1,0,-,0,-,1,0324278BF-11181082-1,1,0324278SP-11181227-1,0,-,0,-,1,0324278CYA-11181097-1,0,-,1,0324278CS-11181129-1,1,0324278CK-11181312-1,0,-,1,0324278BS-1118992-1,1,0324278WB-11181294-1,0,-,0,-,1,0324278ADS-11181566-1,1,0324278MT-11181645-1,1,0324278SEA-11181439-1,1,0324278RS-11181466-1,12
KA03,Maroor Motors,WKA0318654,MNG,MNG-WKA0318654,1,0318654CO-1118973-1,0,-,0,-,1,0318654BF-11181083-1,0,-,1,0318654CB-1118807-1,1,0318654COA-1118751-1,1,0318654CYA-11181098-1,1,0318654CD-1118724-1,1,0318654CS-11181130-1,1,0318654CK-11181313-1,1,0318654BP-1118801-1,0,-,0,-,1,0318654HL-1118869-1,1,0318654TL-1118657-1,1,0318654ADS-11181567-1,1,0318654MT-11181646-1,0,-,1,0318654RS-11181467-1,14
KA03,Maroor Motors,WKA0320217,MNG,MNG-WKA0320217,0,-,0,-,1,0320217AF-11181113-1,0,-,1,0320217SP-11181228-1,1,0320217CB-1118808-1,1,0320217COA-1118752-1,1,0320217CYA-11181099-1,1,0320217CD-1118725-1,1,0320217CS-11181131-1,1,0320217CK-11181314-1,1,0320217BP-1118802-1,1,0320217BS-1118993-1,1,0320217WB-11181295-1,0,-,0,-,1,0320217ADS-11181568-1,1,0320217MT-11181647-1,1,0320217SEA-11181440-1,1,0320217RS-11181468-1,15
KA03,Maroor Motors,WKA0310672,UDU,UDU-WKA0310672,1,0310672CO-1118974-1,0,-,0,-,1,0310672BF-11181084-1,0,-,0,-,0,-,1,0310672CYA-11181100-1,0,-,0,-,1,0310672CK-11181315-1,0,-,0,-,0,-,1,0310672HL-1118870-1,0,-,1,0310672ADS-11181569-1,1,0310672MT-11181648-1,1,0310672SEA-11181441-1,1,0310672RS-11181469-1,9
KA03,Maroor Motors,WKA030137144,MYO,MYO-WKA030137144,0,-,1,0301371OF-11181117-1,1,0301371AF-11181114-1,1,0301371BF-11181085-1,1,0301371SP-11181229-1,0,-,1,0301371COA-1118753-1,1,0301371CYA-11181101-1,1,0301371CD-1118726-1,0,-,1,0301371CK-11181316-1,1,0301371BP-1118803-1,1,0301371BS-1118994-1,1,0301371WB-11181296-1,0,-,0,-,1,0301371ADS-11181570-1,1,0301371MT-11181649-1,1,0301371SEA-11181442-1,0,-,14
KA03,Maroor Motors,WKA0312714,MND,MND-WKA0312714,0,-,0,-,0,-,1,0312714BF-11181086-1,1,0312714SP-11181230-1,0,-,0,-,1,0312714CYA-11181102-1,0,-,1,0312714CS-11181132-1,1,0312714CK-11181317-1,0,-,1,0312714BS-1118995-1,0,-,0,-,0,-,1,0312714ADS-11181571-1,1,0312714MT-11181650-1,1,0312714SEA-11181443-1,1,0312714RS-11181470-1,10
KA03,Maroor Motors,WKA0313094,MNG,MNG-WKA0313094,1,0313094CO-1118975-1,1,0313094OF-11181118-1,1,0313094AF-11181115-1,1,0313094BF-11181087-1,1,0313094SP-11181231-1,1,0313094CB-1118809-1,1,0313094COA-1118754-1,1,0313094CYA-11181103-1,1,0313094CD-1118727-1,0,-,1,0313094CK-11181318-1,1,0313094BP-1118804-1,1,0313094BS-1118996-1,1,0313094WB-11181297-1,1,0313094HL-1118871-1,0,-,1,0313094ADS-11181572-1,1,0313094MT-11181651-1,1,0313094SEA-11181444-1,1,0313094RS-11181471-1,18
KA03,Maroor Motors,WKA0326361,MYS,MYS-WKA0326361,0,-,0,-,0,-,1,0326361BF-11181088-1,1,0326361SP-11181232-1,1,0326361CB-1118810-1,0,-,1,0326361CYA-11181104-1,0,-,1,0326361CS-11181133-1,1,0326361CK-11181319-1,0,-,0,-,1,0326361WB-11181298-1,0,-,0,-,1,0326361ADS-11181573-1,1,0326361MT-11181652-1,1,0326361SEA-11181445-1,1,0326361RS-11181472-1,11
KA03,Maroor Motors,WKA030129431,PTU,PTU-WKA030129431,0,-,0,-,1,0301294AF-11181116-1,1,0301294BF-11181089-1,1,0301294SP-11181233-1,0,-,0,-,1,0301294CYA-11181105-1,0,-,0,-,0,-,0,-,0,-,0,-,1,0301294HL-1118872-1,0,-,1,0301294ADS-11181574-1,1,0301294MT-11181653-1,1,0301294SEA-11181446-1,1,0301294RS-11181473-1,9
KA03,Maroor Motors,WKA030146615,HSN,HSN-WKA030146615,1,0301466CO-1118976-1,0,-,1,0301466AF-11181117-1,1,0301466BF-11181090-1,1,0301466SP-11181234-1,0,-,1,0301466COA-1118755-1,1,0301466CYA-11181106-1,1,0301466CD-1118728-1,1,0301466CS-11181134-1,1,0301466CK-11181320-1,0,-,0,-,0,-,1,0301466HL-1118873-1,0,-,1,0301466ADS-11181575-1,1,0301466MT-11181654-1,1,0301466SEA-11181447-1,1,0301466RS-11181474-1,14
KA03,Maroor Motors,WKA030118272,HSN,HSN-WKA030118272,0,-,0,-,1,0301182AF-11181118-1,1,0301182BF-11181091-1,0,-,0,-,1,0301182COA-1118756-1,1,0301182CYA-11181107-1,1,0301182CD-1118729-1,0,-,1,0301182CK-11181321-1,1,0301182BP-1118805-1,1,0301182BS-1118997-1,1,0301182WB-11181299-1,1,0301182HL-1118874-1,0,-,1,0301182ADS-11181576-1,1,0301182MT-11181655-1,0,-,1,0301182RS-11181475-1,13
KA03,Maroor Motors,WKA0324596,MNG,MNG-WKA0324596,1,0324596CO-1118977-1,1,0324596OF-11181119-1,1,0324596AF-11181119-1,1,0324596BF-11181092-1,1,0324596SP-11181235-1,0,-,1,0324596COA-1118757-1,1,0324596CYA-11181108-1,1,0324596CD-1118730-1,0,-,1,0324596CK-11181322-1,0,-,1,0324596BS-1118998-1,1,0324596WB-11181300-1,0,-,0,-,1,0324596ADS-11181577-1,1,0324596MT-11181656-1,1,0324596SEA-11181448-1,1,0324596RS-11181476-1,15
KA03,Maroor Motors,WKA0321691,OKP,OKP-WKA0321691,0,-,0,-,0,-,1,0321691BF-11181093-1,0,-,1,0321691CB-1118811-1,0,-,0,-,0,-,1,0321691CS-11181135-1,1,0321691CK-11181323-1,1,0321691BP-1118806-1,1,0321691BS-1118999-1,1,0321691WB-11181301-1,0,-,1,0321691TL-1118658-1,1,0321691ADS-11181578-1,1,0321691MT-11181657-1,1,0321691SEA-11181449-1,1,0321691RS-11181477-1,12
KA03,Maroor Motors,WKA030149834,MYS,MYS-WKA030149834,1,0301498CO-1118978-1,1,0301498OF-11181120-1,1,0301498AF-11181120-1,1,0301498BF-11181094-1,1,0301498SP-11181236-1,1,0301498CB-1118812-1,1,0301498COA-1118758-1,1,0301498CYA-11181109-1,1,0301498CD-1118731-1,1,0301498CS-11181136-1,1,0301498CK-11181324-1,1,0301498BP-1118807-1,1,0301498BS-11181000-1,1,0301498WB-11181302-1,0,-,1,0301498TL-1118659-1,1,0301498ADS-11181579-1,1,0301498MT-11181658-1,1,0301498SEA-11181450-1,1,0301498RS-11181478-1,19
KA03,Maroor Motors,WKA0334649,CKG,CKG-WKA0334649,1,0334649CO-1118979-1,0,-,0,-,1,0334649BF-11181095-1,0,-,0,-,1,0334649COA-1118759-1,1,0334649CYA-11181110-1,1,0334649CD-1118732-1,0,-,1,0334649CK-11181325-1,0,-,0,-,0,-,1,0334649HL-1118875-1,0,-,1,0334649ADS-11181580-1,1,0334649MT-11181659-1,0,-,1,0334649RS-11181479-1,10
KA03,Maroor Motors,WKA030124844,HSN,HSN-WKA030124844,1,0301248CO-1118980-1,0,-,1,0301248AF-11181121-1,0,-,1,0301248SP-11181237-1,0,-,0,-,1,0301248CYA-11181111-1,0,-,0,-,1,0301248CK-11181326-1,0,-,1,0301248BS-11181001-1,0,-,1,0301248HL-1118876-1,1,0301248TL-1118660-1,1,0301248ADS-11181581-1,1,0301248MT-11181660-1,1,0301248SEA-11181451-1,1,0301248RS-11181480-1,12
KA03,Maroor Motors,WKA0324818,MLR,MLR-WKA0324818,0,-,0,-,0,-,1,0324818BF-11181096-1,1,0324818SP-11181238-1,1,0324818CB-1118813-1,1,0324818COA-1118760-1,1,0324818CYA-11181112-1,1,0324818CD-1118733-1,0,-,1,0324818CK-11181327-1,0,-,1,0324818BS-11181002-1,0,-,0,-,1,0324818TL-1118661-1,1,0324818ADS-11181582-1,1,0324818MT-11181661-1,1,0324818SEA-11181452-1,1,0324818RS-11181481-1,13
KA03,Maroor Motors,WKA0335435,MYS,MYS-WKA0335435,0,-,0,-,1,0335435AF-11181122-1,1,0335435BF-11181097-1,0,-,0,-,0,-,1,0335435CYA-11181113-1,0,-,0,-,1,0335435CK-11181328-1,1,0335435BP-1118808-1,1,0335435BS-11181003-1,0,-,1,0335435HL-1118877-1,0,-,1,0335435ADS-11181583-1,1,0335435MT-11181662-1,1,0335435SEA-11181453-1,1,0335435RS-11181482-1,11
KA03,Maroor Motors,WKA0327082,MNG,MNG-WKA0327082,1,0327082CO-1118981-1,1,0327082OF-11181121-1,1,0327082AF-11181123-1,1,0327082BF-11181098-1,1,0327082SP-11181239-1,1,0327082CB-1118814-1,1,0327082COA-1118761-1,1,0327082CYA-11181114-1,1,0327082CD-1118734-1,1,0327082CS-11181137-1,1,0327082CK-11181329-1,1,0327082BP-1118809-1,1,0327082BS-11181004-1,1,0327082WB-11181303-1,1,0327082HL-1118878-1,1,0327082TL-1118662-1,1,0327082ADS-11181584-1,1,0327082MT-11181663-1,1,0327082SEA-11181454-1,1,0327082RS-11181483-1,20
KA03,Maroor Motors,WKA0356786,MYO,MYO-WKA0356786,1,0356786CO-1118982-1,0,-,1,0356786AF-11181124-1,1,0356786BF-11181099-1,1,0356786SP-11181240-1,0,-,0,-,0,-,0,-,0,-,1,0356786CK-11181330-1,1,0356786BP-1118810-1,1,0356786BS-11181005-1,1,0356786WB-11181304-1,1,0356786HL-1118879-1,0,-,1,0356786ADS-11181585-1,1,0356786MT-11181664-1,1,0356786SEA-11181455-1,1,0356786RS-11181484-1,13
KA03,Maroor Motors,WKA0309934,MYS,MYS-WKA0309934,1,0309934CO-1118983-1,1,0309934OF-11181122-1,1,0309934AF-11181125-1,0,-,1,0309934SP-11181241-1,1,0309934CB-1118815-1,1,0309934COA-1118762-1,0,-,1,0309934CD-1118735-1,1,0309934CS-11181138-1,1,0309934CK-11181331-1,0,-,1,0309934BS-11181006-1,1,0309934WB-11181305-1,0,-,0,-,1,0309934ADS-11181586-1,1,0309934MT-11181665-1,1,0309934SEA-11181456-1,1,0309934RS-11181485-1,15
KA03,Maroor Motors,WKA030163252,MLR,MLR-WKA030163252,0,-,0,-,1,0301632AF-11181126-1,1,0301632BF-11181100-1,1,0301632SP-11181242-1,0,-,1,0301632COA-1118763-1,1,0301632CYA-11181115-1,1,0301632CD-1118736-1,0,-,1,0301632CK-11181332-1,1,0301632BP-1118811-1,1,0301632BS-11181007-1,0,-,0,-,0,-,1,0301632ADS-11181587-1,1,0301632MT-11181666-1,1,0301632SEA-11181457-1,1,0301632RS-11181486-1,13
KA03,Maroor Motors,WKA0321352,MYO,MYO-WKA0321352,0,-,0,-,0,-,1,0321352BF-11181101-1,0,-,1,0321352CB-1118816-1,1,0321352COA-1118764-1,1,0321352CYA-11181116-1,1,0321352CD-1118737-1,1,0321352CS-11181139-1,1,0321352CK-11181333-1,0,-,0,-,0,-,0,-,0,-,1,0321352ADS-11181588-1,1,0321352MT-11181667-1,1,0321352SEA-11181458-1,1,0321352RS-11181487-1,11
KA03,Maroor Motors,WKA0309717,HSN,HSN-WKA0309717,1,0309717CO-1118984-1,1,0309717OF-11181123-1,1,0309717AF-11181127-1,1,0309717BF-11181102-1,1,0309717SP-11181243-1,1,0309717CB-1118817-1,1,0309717COA-1118765-1,0,-,1,0309717CD-1118738-1,0,-,1,0309717CK-11181334-1,1,0309717BP-1118812-1,1,0309717BS-11181008-1,1,0309717WB-11181306-1,1,0309717HL-1118880-1,1,0309717TL-1118663-1,1,0309717ADS-11181589-1,1,0309717MT-11181668-1,1,0309717SEA-11181459-1,1,0309717RS-11181488-1,18
KA03,Maroor Motors,WKA0321273,MNG,MNG-WKA0321273,1,0321273CO-1118985-1,0,-,0,-,1,0321273BF-11181103-1,1,0321273SP-11181244-1,1,0321273CB-1118818-1,1,0321273COA-1118766-1,0,-,1,0321273CD-1118739-1,1,0321273CS-11181140-1,1,0321273CK-11181335-1,1,0321273BP-1118813-1,1,0321273BS-11181009-1,1,0321273WB-11181307-1,1,0321273HL-1118881-1,0,-,1,0321273ADS-11181590-1,1,0321273MT-11181669-1,1,0321273SEA-11181460-1,1,0321273RS-11181489-1,16
KA03,Maroor Motors,WKA0357089,HSN,HSN-WKA0357089,0,-,0,-,1,0357089AF-11181128-1,0,-,0,-,1,0357089CB-1118819-1,1,0357089COA-1118767-1,1,0357089CYA-11181117-1,1,0357089CD-1118740-1,1,0357089CS-11181141-1,0,-,1,0357089BP-1118814-1,0,-,0,-,0,-,1,0357089TL-1118664-1,1,0357089ADS-11181591-1,1,0357089MT-11181670-1,1,0357089SEA-11181461-1,1,0357089RS-11181490-1,12
KA03,Maroor Motors,WKA0365091,MND,MND-WKA0365091,0,-,0,-,0,-,1,0365091BF-11181104-1,1,0365091SP-11181245-1,0,-,0,-,1,0365091CYA-11181118-1,0,-,1,0365091CS-11181142-1,1,0365091CK-11181336-1,0,-,1,0365091BS-11181010-1,0,-,0,-,0,-,1,0365091ADS-11181592-1,1,0365091MT-11181671-1,1,0365091SEA-11181462-1,1,0365091RS-11181491-1,10
KA03,Maroor Motors,WKA0334651,CKG,CKG-WKA0334651,0,-,0,-,0,-,0,-,0,-,1,0334651CB-1118820-1,1,0334651COA-1118768-1,1,0334651CYA-11181119-1,1,0334651CD-1118741-1,0,-,1,0334651CK-11181337-1,0,-,0,-,0,-,1,0334651HL-1118882-1,0,-,1,0334651ADS-11181593-1,1,0334651MT-11181672-1,1,0334651SEA-11181463-1,1,0334651RS-11181492-1,10
KA03,Maroor Motors,WKA0313608,HSN,HSN-WKA0313608,0,-,0,-,0,-,1,0313608BF-11181105-1,0,-,1,0313608CB-1118821-1,1,0313608COA-1118769-1,1,0313608CYA-11181120-1,1,0313608CD-1118742-1,1,0313608CS-11181143-1,1,0313608CK-11181338-1,0,-,1,0313608BS-11181011-1,0,-,1,0313608HL-1118883-1,1,0313608TL-1118665-1,1,0313608ADS-11181594-1,1,0313608MT-11181673-1,1,0313608SEA-11181464-1,0,-,13
KA03,Maroor Motors,WKA0365000,HSN,HSN-WKA0365000,0,-,0,-,0,-,1,0365000BF-11181106-1,1,0365000SP-11181246-1,1,0365000CB-1118822-1,1,0365000COA-1118770-1,1,0365000CYA-11181121-1,1,0365000CD-1118743-1,1,0365000CS-11181144-1,1,0365000CK-11181339-1,1,0365000BP-1118815-1,1,0365000BS-11181012-1,1,0365000WB-11181308-1,1,0365000HL-1118884-1,1,0365000TL-1118666-1,1,0365000ADS-11181595-1,1,0365000MT-11181674-1,1,0365000SEA-11181465-1,1,0365000RS-11181493-1,17
KA03,Maroor Motors,WKA0313626,OKP,OKP-WKA0313626,0,-,0,-,1,0313626AF-11181129-1,1,0313626BF-11181107-1,0,-,0,-,0,-,1,0313626CYA-11181122-1,0,-,0,-,1,0313626CK-11181340-1,0,-,0,-,0,-,1,0313626HL-1118885-1,1,0313626TL-1118667-1,1,0313626ADS-11181596-1,1,0313626MT-11181675-1,1,0313626SEA-11181466-1,0,-,9
KA03,Maroor Motors,WKA0324238,MYO,MYO-WKA0324238,1,0324238CO-1118986-1,0,-,1,0324238AF-11181130-1,1,0324238BF-11181108-1,0,-,0,-,0,-,1,0324238CYA-11181123-1,0,-,0,-,1,0324238CK-11181341-1,1,0324238BP-1118816-1,1,0324238BS-11181013-1,1,0324238WB-11181309-1,0,-,1,0324238TL-1118668-1,1,0324238ADS-11181597-1,1,0324238MT-11181676-1,1,0324238SEA-11181467-1,1,0324238RS-11181494-1,13
KA03,Maroor Motors,WKA0357597,HSN,HSN-WKA0357597,1,0357597CO-1118987-1,1,0357597OF-11181124-1,1,0357597AF-11181131-1,1,0357597BF-11181109-1,1,0357597SP-11181247-1,1,0357597CB-1118823-1,1,0357597COA-1118771-1,1,0357597CYA-11181124-1,1,0357597CD-1118744-1,1,0357597CS-11181145-1,1,0357597CK-11181342-1,1,0357597BP-1118817-1,1,0357597BS-11181014-1,1,0357597WB-11181310-1,1,0357597HL-1118886-1,0,-,1,0357597ADS-11181598-1,1,0357597MT-11181677-1,1,0357597SEA-11181468-1,1,0357597RS-11181495-1,19
KA03,Maroor Motors,WKA0324704,CKG,CKG-WKA0324704,1,0324704CO-1118988-1,1,0324704OF-11181125-1,1,0324704AF-11181132-1,1,0324704BF-11181110-1,0,-,1,0324704CB-1118824-1,1,0324704COA-1118772-1,1,0324704CYA-11181125-1,1,0324704CD-1118745-1,1,0324704CS-11181146-1,1,0324704CK-11181343-1,1,0324704BP-1118818-1,1,0324704BS-11181015-1,1,0324704WB-11181311-1,1,0324704HL-1118887-1,0,-,1,0324704ADS-11181599-1,1,0324704MT-11181678-1,1,0324704SEA-11181469-1,1,0324704RS-11181496-1,18
KA03,Maroor Motors,WKA0394524,HSN,HSN-WKA0394524,1,0394524CO-1118989-1,0,-,0,-,1,0394524BF-11181111-1,0,-,1,0394524CB-1118825-1,1,0394524COA-1118773-1,1,0394524CYA-11181126-1,1,0394524CD-1118746-1,1,0394524CS-11181147-1,1,0394524CK-11181344-1,0,-,0,-,0,-,1,0394524HL-1118888-1,0,-,1,0394524ADS-11181600-1,1,0394524MT-11181679-1,1,0394524SEA-11181470-1,1,0394524RS-11181497-1,13
KA03,Maroor Motors,WKA0313552,MYO,MYO-WKA0313552,0,-,0,-,1,0313552AF-11181133-1,1,0313552BF-11181112-1,0,-,1,0313552CB-1118826-1,1,0313552COA-1118774-1,1,0313552CYA-11181127-1,1,0313552CD-1118747-1,1,0313552CS-11181148-1,1,0313552CK-11181345-1,1,0313552BP-1118819-1,1,0313552BS-11181016-1,1,0313552WB-11181312-1,0,-,0,-,1,0313552ADS-11181601-1,1,0313552MT-11181680-1,1,0313552SEA-11181471-1,1,0313552RS-11181498-1,15
KA03,Maroor Motors,WKA0309955,MYS,MYS-WKA0309955,1,0309955CO-1118990-1,0,-,1,0309955AF-11181134-1,1,0309955BF-11181113-1,1,0309955SP-11181248-1,1,0309955CB-1118827-1,1,0309955COA-1118775-1,1,0309955CYA-11181128-1,1,0309955CD-1118748-1,1,0309955CS-11181149-1,1,0309955CK-11181346-1,0,-,0,-,0,-,1,0309955HL-1118889-1,1,0309955TL-1118669-1,1,0309955ADS-11181602-1,1,0309955MT-11181681-1,1,0309955SEA-11181472-1,1,0309955RS-11181499-1,16
KA03,Maroor Motors,WKA0319701,MND,MND-WKA0319701,0,-,0,-,1,0319701AF-11181135-1,1,0319701BF-11181114-1,0,-,0,-,0,-,1,0319701CYA-11181129-1,0,-,1,0319701CS-11181150-1,1,0319701CK-11181347-1,0,-,1,0319701BS-11181017-1,1,0319701WB-11181313-1,1,0319701HL-1118890-1,0,-,1,0319701ADS-11181603-1,1,0319701MT-11181682-1,1,0319701SEA-11181473-1,1,0319701RS-11181500-1,12
KA03,Maroor Motors,WKA0349791,MYS,MYS-WKA0349791,1,0349791CO-1118991-1,0,-,1,0349791AF-11181136-1,1,0349791BF-11181115-1,1,0349791SP-11181249-1,1,0349791CB-1118828-1,0,-,1,0349791CYA-11181130-1,1,0349791CD-1118749-1,1,0349791CS-11181151-1,1,0349791CK-11181348-1,1,0349791BP-1118820-1,1,0349791BS-11181018-1,1,0349791WB-11181314-1,1,0349791HL-1118891-1,1,0349791TL-1118670-1,1,0349791ADS-11181604-1,1,0349791MT-11181683-1,1,0349791SEA-11181474-1,1,0349791RS-11181501-1,18
KA03,Maroor Motors,WKA0310364,MND,MND-WKA0310364,0,-,0,-,0,-,0,-,1,0310364SP-11181250-1,1,0310364CB-1118829-1,0,-,0,-,0,-,1,0310364CS-11181152-1,1,0310364CK-11181349-1,0,-,1,0310364BS-11181019-1,0,-,0,-,0,-,1,0310364ADS-11181605-1,1,0310364MT-11181684-1,1,0310364SEA-11181475-1,1,0310364RS-11181502-1,9
