DDT Code,DDT Name,IW Code,LOC Code,IW Code printed on Ticket,Coolant,,Oil Filter,,Air Filter,,Brake Fluid,,Spark Plug,,CLUTCH - BEARING,,CLUTCH - COVER ASSY,,CLUTCH - CYLINDER ASSY,,CLUTCH - DISC,,CLUTCH - SET,,Clutch Kit,,Brake Pad,,Brake Shoe,,BEARING -Wheel,,HEADLAMP,,TAIL LIGHT,, AIR DRYING SEALER,,MASKING TAPE,,SEALENT,,RUST SMASH,,Total Tickets
KA02,Essarr Automotives,WKA0228357,YED,YED-WKA0228357,1,0228357CO-1118361-1,4,0228357OF-1118544-4,2,0228357AF-1118482-2,1,0228357BF-1118409-1,4,0228357SP-1118591-4,0,-,0,-,1,0228357CYA-1118392-1,0,-,1,0228357CS-1118515-1,1,0228357CK-1118547-1,0,-,1,0228357BS-1118392-1,2,0228357WB-1118606-2,0,-,0,-,1,0228357ADS-1118716-1,1,0228357MT-1118729-1,1,0228357SEA-1118667-1,1,0228357RS-1118644-1,14
KA02,Essarr Automotives,WKA0286503,YED,YED-WKA0286503,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0286503CYA-1118393-1,0,-,1,0286503CS-1118516-1,1,0286503CK-1118548-1,0,-,1,0286503BS-1118393-1,0,-,0,-,0,-,1,0286503ADS-1118717-1,1,0286503MT-1118730-1,1,0286503SEA-1118668-1,1,0286503RS-1118645-1,8
KA02,Essarr Automotives,WKA020148352,VKN,VKN-WKA020148352,1,0201483CO-1118362-1,0,-,0,-,0,-,1,0201483SP-1118592-1,0,-,0,-,1,0201483CYA-1118394-1,0,-,1,0201483CS-1118517-1,1,0201483CK-1118549-1,0,-,1,0201483BS-1118394-1,0,-,0,-,0,-,1,0201483ADS-1118718-1,1,0201483MT-1118731-1,1,0201483SEA-1118669-1,1,0201483RS-1118646-1,10
KA02,Essarr Automotives,WKA0220253,KER,KER-WKA0220253,1,0220253CO-1118363-1,0,-,0,-,0,-,0,-,0,-,0,-,1,0220253CYA-1118395-1,0,-,0,-,0,-,0,-,1,0220253BS-1118395-1,0,-,1,0220253HL-1118330-1,1,0220253TL-1118231-1,1,0220253ADS-1118719-1,1,0220253MT-1118732-1,1,0220253SEA-1118670-1,1,0220253RS-1118647-1,9
KA02,Essarr Automotives,WKA0288764,BRG,BRG-WKA0288764,0,-,0,-,0,-,0,-,0,-,1,0288764CB-1118259-1,1,0288764COA-1118178-1,1,0288764CYA-1118396-1,0,-,1,0288764CS-1118518-1,1,0288764CK-1118550-1,0,-,1,0288764BS-1118396-1,0,-,1,0288764HL-1118331-1,1,0288764TL-1118232-1,1,0288764ADS-1118720-1,1,0288764MT-1118733-1,1,0288764SEA-1118671-1,1,0288764RS-1118648-1,12
KA02,Essarr Automotives,WKA0209286,BNG,BNG-WKA0209286,0,-,0,-,0,-,1,0209286BF-1118410-1,0,-,1,0209286CB-1118260-1,0,-,1,0209286CYA-1118397-1,0,-,0,-,1,0209286CK-1118551-1,0,-,0,-,1,0209286WB-1118607-1,0,-,0,-,1,0209286ADS-1118721-1,1,0209286MT-1118734-1,1,0209286SEA-1118672-1,1,0209286RS-1118649-1,9
KA02,Essarr Automotives,WKA0233265,YED,YED-WKA0233265,1,0233265CO-1118364-1,0,-,0,-,1,0233265BF-1118411-1,0,-,0,-,0,-,1,0233265CYA-1118398-1,0,-,1,0233265CS-1118519-1,1,0233265CK-1118552-1,1,0233265BP-1118238-1,1,0233265BS-1118397-1,1,0233265WB-1118608-1,1,0233265HL-1118332-1,0,-,1,0233265ADS-1118722-1,1,0233265MT-1118735-1,1,0233265SEA-1118673-1,1,0233265RS-1118650-1,13
KA02,Essarr Automotives,WKA0208938,BNG,BNG-WKA0208938,1,0208938CO-1118365-1,0,-,0,-,1,0208938BF-1118412-1,0,-,1,0208938CB-1118261-1,0,-,1,0208938CYA-1118399-1,0,-,1,0208938CS-1118520-1,1,0208938CK-1118553-1,0,-,1,0208938BS-1118398-1,1,0208938WB-1118609-1,0,-,1,0208938TL-1118233-1,1,0208938ADS-1118723-1,1,0208938MT-1118736-1,1,0208938SEA-1118674-1,1,0208938RS-1118651-1,13
KA02,Essarr Automotives,WKA020161006,YED,YED-WKA020161006,1,0201610CO-1118366-1,0,-,1,0201610AF-1118483-1,1,0201610BF-1118413-1,0,-,0,-,0,-,1,0201610CYA-1118400-1,0,-,0,-,1,0201610CK-1118554-1,1,0201610BP-1118239-1,1,0201610BS-1118399-1,1,0201610WB-1118610-1,0,-,0,-,1,0201610ADS-1118724-1,1,0201610MT-1118737-1,1,0201610SEA-1118675-1,1,0201610RS-1118652-1,12
KA02,Essarr Automotives,WKA0231889,KER,KER-WKA0231889,1,0231889CO-1118367-1,1,0231889OF-1118545-1,0,-,1,0231889BF-1118414-1,1,0231889SP-1118593-1,1,0231889CB-1118262-1,1,0231889COA-1118179-1,1,0231889CYA-1118401-1,1,0231889CD-1118168-1,1,0231889CS-1118521-1,1,0231889CK-1118555-1,1,0231889BP-1118240-1,0,-,1,0231889WB-1118611-1,1,0231889HL-1118333-1,0,-,1,0231889ADS-1118725-1,1,0231889MT-1118738-1,0,-,1,0231889RS-1118653-1,16
KA02,Essarr Automotives,WKA0230469,BOM,BOM-WKA0230469,1,0230469CO-1118368-1,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0230469CK-1118556-1,0,-,1,0230469BS-1118400-1,0,-,1,0230469HL-1118334-1,0,-,1,0230469ADS-1118726-1,1,0230469MT-1118739-1,1,0230469SEA-1118676-1,0,-,7
KA02,Essarr Automotives,WKA0207822,BOM,BOM-WKA0207822,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0207822CYA-1118402-1,0,-,1,0207822CS-1118522-1,1,0207822CK-1118557-1,0,-,0,-,1,0207822WB-1118612-1,0,-,0,-,1,0207822ADS-1118727-1,1,0207822MT-1118740-1,1,0207822SEA-1118677-1,1,0207822RS-1118654-1,8
KA02,Essarr Automotives,WKA0220084,KER,KER-WKA0220084,0,-,0,-,0,-,1,0220084BF-1118415-1,0,-,1,0220084CB-1118263-1,1,0220084COA-1118180-1,0,-,1,0220084CD-1118169-1,1,0220084CS-1118523-1,1,0220084CK-1118558-1,0,-,0,-,1,0220084WB-1118613-1,1,0220084HL-1118335-1,1,0220084TL-1118234-1,1,0220084ADS-1118728-1,1,0220084MT-1118741-1,1,0220084SEA-1118678-1,1,0220084RS-1118655-1,13
KA02,Essarr Automotives,WKA0224110,BOM,BOM-WKA0224110,0,-,0,-,0,-,1,0224110BF-1118416-1,0,-,0,-,0,-,1,0224110CYA-1118403-1,0,-,1,0224110CS-1118524-1,1,0224110CK-1118559-1,0,-,1,0224110BS-1118401-1,0,-,0,-,0,-,1,0224110ADS-1118729-1,1,0224110MT-1118742-1,1,0224110SEA-1118679-1,1,0224110RS-1118656-1,9
KA02,Essarr Automotives,WKA020162947,BRG,BRG-WKA020162947,0,-,0,-,0,-,1,0201629BF-1118417-1,1,0201629SP-1118594-1,1,0201629CB-1118264-1,0,-,1,0201629CYA-1118404-1,0,-,1,0201629CS-1118525-1,1,0201629CK-1118560-1,0,-,0,-,0,-,1,0201629HL-1118336-1,1,0201629TL-1118235-1,1,0201629ADS-1118730-1,1,0201629MT-1118743-1,1,0201629SEA-1118680-1,1,0201629RS-1118657-1,12
KA02,Essarr Automotives,WKA020150004,BRG,BRG-WKA020150004,1,0201500CO-1118369-1,0,-,0,-,1,0201500BF-1118418-1,1,0201500SP-1118595-1,1,0201500CB-1118265-1,0,-,0,-,0,-,1,0201500CS-1118526-1,1,0201500CK-1118561-1,1,0201500BP-1118241-1,0,-,0,-,1,0201500HL-1118337-1,1,0201500TL-1118236-1,1,0201500ADS-1118731-1,1,0201500MT-1118744-1,1,0201500SEA-1118681-1,1,0201500RS-1118658-1,13
KA02,Essarr Automotives,WKA0207640,BOM,BOM-WKA0207640,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0207640CYA-1118405-1,0,-,1,0207640CS-1118527-1,1,0207640CK-1118562-1,0,-,0,-,0,-,1,0207640HL-1118338-1,1,0207640TL-1118237-1,1,0207640ADS-1118732-1,1,0207640MT-1118745-1,1,0207640SEA-1118682-1,1,0207640RS-1118659-1,9
KA02,Essarr Automotives,WKA0240270,BOM,BOM-WKA0240270,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0240270CS-1118528-1,1,0240270CK-1118563-1,1,0240270BP-1118242-1,1,0240270BS-1118402-1,1,0240270WB-1118614-1,0,-,1,0240270TL-1118238-1,1,0240270ADS-1118733-1,1,0240270MT-1118746-1,1,0240270SEA-1118683-1,1,0240270RS-1118660-1,10
KA02,Essarr Automotives,WKA0249499,YED,YED-WKA0249499,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0249499CS-1118529-1,1,0249499CK-1118564-1,0,-,1,0249499BS-1118403-1,1,0249499WB-1118615-1,0,-,0,-,1,0249499ADS-1118734-1,1,0249499MT-1118747-1,1,0249499SEA-1118684-1,1,0249499RS-1118661-1,8
KA02,Essarr Automotives,WKA0267770,BRG,BRG-WKA0267770,1,0267770CO-1118370-1,0,-,0,-,1,0267770BF-1118419-1,0,-,1,0267770CB-1118266-1,1,0267770COA-1118181-1,1,0267770CYA-1118406-1,1,0267770CD-1118170-1,0,-,1,0267770CK-1118565-1,1,0267770BP-1118243-1,1,0267770BS-1118404-1,1,0267770WB-1118616-1,0,-,0,-,1,0267770ADS-1118735-1,1,0267770MT-1118748-1,1,0267770SEA-1118685-1,1,0267770RS-1118662-1,14
KA02,Essarr Automotives,WKA0230600,YED,YED-WKA0230600,1,0230600CO-1118371-1,0,-,0,-,1,0230600BF-1118420-1,1,0230600SP-1118596-1,0,-,0,-,1,0230600CYA-1118407-1,0,-,1,0230600CS-1118530-1,1,0230600CK-1118566-1,0,-,0,-,1,0230600WB-1118617-1,1,0230600HL-1118339-1,0,-,1,0230600ADS-1118736-1,1,0230600MT-1118749-1,1,0230600SEA-1118686-1,1,0230600RS-1118663-1,12
KA02,Essarr Automotives,WKA0256674,YED,YED-WKA0256674,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0256674CYA-1118408-1,0,-,1,0256674CS-1118531-1,1,0256674CK-1118567-1,0,-,1,0256674BS-1118405-1,0,-,0,-,0,-,1,0256674ADS-1118737-1,1,0256674MT-1118750-1,1,0256674SEA-1118687-1,1,0256674RS-1118664-1,8
KA02,Essarr Automotives,WKA020131444,YED,YED-WKA020131444,1,0201314CO-1118372-1,0,-,0,-,1,0201314BF-1118421-1,0,-,1,0201314CB-1118267-1,1,0201314COA-1118182-1,1,0201314CYA-1118409-1,1,0201314CD-1118171-1,1,0201314CS-1118532-1,1,0201314CK-1118568-1,0,-,1,0201314BS-1118406-1,1,0201314WB-1118618-1,0,-,0,-,1,0201314ADS-1118738-1,1,0201314MT-1118751-1,1,0201314SEA-1118688-1,1,0201314RS-1118665-1,14
KA02,Essarr Automotives,WKA0230795,KEN,KEN-WKA0230795,1,0230795CO-1118373-1,0,-,0,-,0,-,0,-,0,-,0,-,1,0230795CYA-1118410-1,0,-,1,0230795CS-1118533-1,1,0230795CK-1118569-1,0,-,1,0230795BS-1118407-1,1,0230795WB-1118619-1,0,-,0,-,1,0230795ADS-1118739-1,1,0230795MT-1118752-1,1,0230795SEA-1118689-1,1,0230795RS-1118666-1,10
KA02,Essarr Automotives,WKA0208963,KNT,KNT-WKA0208963,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0208963CYA-1118411-1,0,-,1,0208963CS-1118534-1,1,0208963CK-1118570-1,0,-,1,0208963BS-1118408-1,0,-,0,-,0,-,1,0208963ADS-1118740-1,1,0208963MT-1118753-1,1,0208963SEA-1118690-1,1,0208963RS-1118667-1,8
KA02,Essarr Automotives,WKA0212502,KNT,KNT-WKA0212502,0,-,0,-,0,-,1,0212502BF-1118422-1,0,-,0,-,0,-,1,0212502CYA-1118412-1,0,-,1,0212502CS-1118535-1,1,0212502CK-1118571-1,1,0212502BP-1118244-1,1,0212502BS-1118409-1,0,-,0,-,1,0212502TL-1118239-1,1,0212502ADS-1118741-1,1,0212502MT-1118754-1,1,0212502SEA-1118691-1,1,0212502RS-1118668-1,11
KA02,Essarr Automotives,WKA0208160,BOM,BOM-WKA0208160,1,0208160CO-1118374-1,0,-,0,-,0,-,0,-,1,0208160CB-1118268-1,1,0208160COA-1118183-1,1,0208160CYA-1118413-1,1,0208160CD-1118172-1,1,0208160CS-1118536-1,1,0208160CK-1118572-1,0,-,1,0208160BS-1118410-1,0,-,0,-,0,-,1,0208160ADS-1118742-1,1,0208160MT-1118755-1,1,0208160SEA-1118692-1,1,0208160RS-1118669-1,12
KA02,Essarr Automotives,WKA0243735,BRG,BRG-WKA0243735,1,0243735CO-1118375-1,0,-,0,-,1,0243735BF-1118423-1,0,-,0,-,0,-,1,0243735CYA-1118414-1,0,-,1,0243735CS-1118537-1,1,0243735CK-1118573-1,1,0243735BP-1118245-1,1,0243735BS-1118411-1,1,0243735WB-1118620-1,1,0243735HL-1118340-1,0,-,1,0243735ADS-1118743-1,1,0243735MT-1118756-1,1,0243735SEA-1118693-1,1,0243735RS-1118670-1,13
KA02,Essarr Automotives,WKA0237672,BNG,BNG-WKA0237672,1,0237672CO-1118376-1,0,-,1,0237672AF-1118484-1,1,0237672BF-1118424-1,1,0237672SP-1118597-1,1,0237672CB-1118269-1,1,0237672COA-1118184-1,0,-,1,0237672CD-1118173-1,1,0237672CS-1118538-1,1,0237672CK-1118574-1,1,0237672BP-1118246-1,1,0237672BS-1118412-1,1,0237672WB-1118621-1,0,-,0,-,1,0237672ADS-1118744-1,1,0237672MT-1118757-1,1,0237672SEA-1118694-1,1,0237672RS-1118671-1,16
KA02,Essarr Automotives,WKA0208163,BRG,BRG-WKA0208163,0,-,0,-,0,-,1,0208163BF-1118425-1,0,-,0,-,0,-,1,0208163CYA-1118415-1,0,-,0,-,1,0208163CK-1118575-1,0,-,0,-,0,-,0,-,1,0208163TL-1118240-1,1,0208163ADS-1118745-1,1,0208163MT-1118758-1,1,0208163SEA-1118695-1,1,0208163RS-1118672-1,8
KA02,Essarr Automotives,WKA020156115,KEN,KEN-WKA020156115,1,0201561CO-1118377-1,1,0201561OF-1118546-1,0,-,1,0201561BF-1118426-1,1,0201561SP-1118598-1,1,0201561CB-1118270-1,0,-,0,-,0,-,0,-,1,0201561CK-1118576-1,0,-,0,-,0,-,0,-,0,-,1,0201561ADS-1118746-1,1,0201561MT-1118759-1,1,0201561SEA-1118696-1,1,0201561RS-1118673-1,10
KA02,Essarr Automotives,WKA0256117,KEN,KEN-WKA0256117,0,-,1,0256117OF-1118547-1,0,-,0,-,1,0256117SP-1118599-1,0,-,0,-,0,-,0,-,1,0256117CS-1118539-1,1,0256117CK-1118577-1,1,0256117BP-1118247-1,1,0256117BS-1118413-1,1,0256117WB-1118622-1,1,0256117HL-1118341-1,1,0256117TL-1118241-1,1,0256117ADS-1118747-1,1,0256117MT-1118760-1,1,0256117SEA-1118697-1,1,0256117RS-1118674-1,13
KA02,Essarr Automotives,WKA0207582,BOM,BOM-WKA0207582,1,0207582CO-1118378-1,0,-,0,-,1,0207582BF-1118427-1,0,-,1,0207582CB-1118271-1,0,-,1,0207582CYA-1118416-1,0,-,1,0207582CS-1118540-1,1,0207582CK-1118578-1,1,0207582BP-1118248-1,1,0207582BS-1118414-1,0,-,1,0207582HL-1118342-1,0,-,1,0207582ADS-1118748-1,1,0207582MT-1118761-1,1,0207582SEA-1118698-1,1,0207582RS-1118675-1,13
KA02,Essarr Automotives,WKA020132884,YED,YED-WKA020132884,0,-,0,-,0,-,0,-,0,-,0,-,1,0201328COA-1118185-1,1,0201328CYA-1118417-1,0,-,0,-,1,0201328CK-1118579-1,1,0201328BP-1118249-1,0,-,1,0201328WB-1118623-1,1,0201328HL-1118343-1,0,-,1,0201328ADS-1118749-1,1,0201328MT-1118762-1,1,0201328SEA-1118699-1,1,0201328RS-1118676-1,10
KA02,Essarr Automotives,WKA0252630,KEN,KEN-WKA0252630,0,-,0,-,0,-,0,-,0,-,0,-,1,0252630COA-1118186-1,1,0252630CYA-1118418-1,1,0252630CD-1118174-1,0,-,1,0252630CK-1118580-1,1,0252630BP-1118250-1,0,-,0,-,1,0252630HL-1118344-1,0,-,1,0252630ADS-1118750-1,1,0252630MT-1118763-1,0,-,0,-,8
KA02,Essarr Automotives,WKA0220055,KER,KER-WKA0220055,0,-,0,-,0,-,0,-,0,-,0,-,1,0220055COA-1118187-1,1,0220055CYA-1118419-1,1,0220055CD-1118175-1,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0220055ADS-1118751-1,1,0220055MT-1118764-1,1,0220055SEA-1118700-1,1,0220055RS-1118677-1,7
KA02,Essarr Automotives,WKA0207639,BOM,BOM-WKA0207639,0,-,0,-,0,-,1,0207639BF-1118428-1,0,-,0,-,0,-,1,0207639CYA-1118420-1,0,-,1,0207639CS-1118541-1,1,0207639CK-1118581-1,0,-,1,0207639BS-1118415-1,0,-,0,-,0,-,1,0207639ADS-1118752-1,1,0207639MT-1118765-1,1,0207639SEA-1118701-1,1,0207639RS-1118678-1,9
KA02,Essarr Automotives,WKA0226398,RNA,RNA-WKA0226398,1,0226398CO-1118379-1,0,-,0,-,1,0226398BF-1118429-1,0,-,1,0226398CB-1118272-1,1,0226398COA-1118188-1,1,0226398CYA-1118421-1,1,0226398CD-1118176-1,1,0226398CS-1118542-1,1,0226398CK-1118582-1,1,0226398BP-1118251-1,1,0226398BS-1118416-1,1,0226398WB-1118624-1,1,0226398HL-1118345-1,1,0226398TL-1118242-1,1,0226398ADS-1118753-1,1,0226398MT-1118766-1,1,0226398SEA-1118702-1,1,0226398RS-1118679-1,17
KA02,Essarr Automotives,WKA0226780,BRG,BRG-WKA0226780,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1,0226780CK-1118583-1,0,-,0,-,1,0226780WB-1118625-1,0,-,1,0226780TL-1118243-1,1,0226780ADS-1118754-1,1,0226780MT-1118767-1,1,0226780SEA-1118703-1,1,0226780RS-1118680-1,7
KA02,Essarr Automotives,WKA0224654,YED,YED-WKA0224654,0,-,0,-,0,-,1,0224654BF-1118430-1,0,-,1,0224654CB-1118273-1,1,0224654COA-1118189-1,1,0224654CYA-1118422-1,1,0224654CD-1118177-1,1,0224654CS-1118543-1,1,0224654CK-1118584-1,0,-,1,0224654BS-1118417-1,0,-,1,0224654HL-1118346-1,0,-,1,0224654ADS-1118755-1,1,0224654MT-1118768-1,1,0224654SEA-1118704-1,1,0224654RS-1118681-1,13
KA02,Essarr Automotives,WKA020158905,KER,KER-WKA020158905,1,0201589CO-1118380-1,0,-,1,0201589AF-1118485-1,0,-,1,0201589SP-1118600-1,1,0201589CB-1118274-1,1,0201589COA-1118190-1,1,0201589CYA-1118423-1,1,0201589CD-1118178-1,1,0201589CS-1118544-1,1,0201589CK-1118585-1,1,0201589BP-1118252-1,1,0201589BS-1118418-1,1,0201589WB-1118626-1,0,-,1,0201589TL-1118244-1,1,0201589ADS-1118756-1,1,0201589MT-1118769-1,1,0201589SEA-1118705-1,1,0201589RS-1118682-1,17
KA02,Essarr Automotives,WKA0250063,CHD,CHD-WKA0250063,1,0250063CO-1118381-1,0,-,1,0250063AF-1118486-1,1,0250063BF-1118431-1,1,0250063SP-1118601-1,1,0250063CB-1118275-1,0,-,0,-,0,-,1,0250063CS-1118545-1,1,0250063CK-1118586-1,1,0250063BP-1118253-1,1,0250063BS-1118419-1,0,-,1,0250063HL-1118347-1,1,0250063TL-1118245-1,1,0250063ADS-1118757-1,1,0250063MT-1118770-1,1,0250063SEA-1118706-1,1,0250063RS-1118683-1,15
KA02,Essarr Automotives,WKA0220715,KNT,KNT-WKA0220715,1,0220715CO-1118382-1,0,-,0,-,1,0220715BF-1118432-1,1,0220715SP-1118602-1,0,-,0,-,1,0220715CYA-1118424-1,0,-,1,0220715CS-1118546-1,1,0220715CK-1118587-1,1,0220715BP-1118254-1,1,0220715BS-1118420-1,1,0220715WB-1118627-1,1,0220715HL-1118348-1,0,-,1,0220715ADS-1118758-1,1,0220715MT-1118771-1,1,0220715SEA-1118707-1,1,0220715RS-1118684-1,14
KA02,Essarr Automotives,WKA0239317,BNG,BNG-WKA0239317,1,0239317CO-1118383-1,0,-,0,-,1,0239317BF-1118433-1,0,-,1,0239317CB-1118276-1,1,0239317COA-1118191-1,1,0239317CYA-1118425-1,0,-,1,0239317CS-1118547-1,1,0239317CK-1118588-1,1,0239317BP-1118255-1,1,0239317BS-1118421-1,1,0239317WB-1118628-1,1,0239317HL-1118349-1,1,0239317TL-1118246-1,1,0239317ADS-1118759-1,1,0239317MT-1118772-1,1,0239317SEA-1118708-1,1,0239317RS-1118685-1,16
KA02,Essarr Automotives,WKA0235413,KNT,KNT-WKA0235413,1,0235413CO-1118384-1,0,-,1,0235413AF-1118487-1,0,-,1,0235413SP-1118603-1,1,0235413CB-1118277-1,1,0235413COA-1118192-1,1,0235413CYA-1118426-1,1,0235413CD-1118179-1,1,0235413CS-1118548-1,1,0235413CK-1118589-1,1,0235413BP-1118256-1,1,0235413BS-1118422-1,1,0235413WB-1118629-1,0,-,0,-,1,0235413ADS-1118760-1,1,0235413MT-1118773-1,0,-,1,0235413RS-1118686-1,15
KA02,Essarr Automotives,WKA0284923,CHD,CHD-WKA0284923,1,0284923CO-1118385-1,1,0284923OF-1118548-1,1,0284923AF-1118488-1,1,0284923BF-1118434-1,1,0284923SP-1118604-1,1,0284923CB-1118278-1,1,0284923COA-1118193-1,1,0284923CYA-1118427-1,1,0284923CD-1118180-1,1,0284923CS-1118549-1,1,0284923CK-1118590-1,1,0284923BP-1118257-1,1,0284923BS-1118423-1,1,0284923WB-1118630-1,0,-,0,-,1,0284923ADS-1118761-1,1,0284923MT-1118774-1,1,0284923SEA-1118709-1,1,0284923RS-1118687-1,18
KA02,Essarr Automotives,WKA020134905,CHD,CHD-WKA020134905,1,0201349CO-1118386-1,0,-,0,-,1,0201349BF-1118435-1,1,0201349SP-1118605-1,1,0201349CB-1118279-1,1,0201349COA-1118194-1,1,0201349CYA-1118428-1,1,0201349CD-1118181-1,1,0201349CS-1118550-1,1,0201349CK-1118591-1,1,0201349BP-1118258-1,1,0201349BS-1118424-1,0,-,1,0201349HL-1118350-1,0,-,1,0201349ADS-1118762-1,1,0201349MT-1118775-1,1,0201349SEA-1118710-1,1,0201349RS-1118688-1,16
KA02,Essarr Automotives,WKA0234212,KER,KER-WKA0234212,1,0234212CO-1118387-1,1,0234212OF-1118549-1,1,0234212AF-1118489-1,1,0234212BF-1118436-1,1,0234212SP-1118606-1,1,0234212CB-1118280-1,1,0234212COA-1118195-1,1,0234212CYA-1118429-1,1,0234212CD-1118182-1,1,0234212CS-1118551-1,1,0234212CK-1118592-1,1,0234212BP-1118259-1,1,0234212BS-1118425-1,1,0234212WB-1118631-1,1,0234212HL-1118351-1,1,0234212TL-1118247-1,1,0234212ADS-1118763-1,1,0234212MT-1118776-1,1,0234212SEA-1118711-1,1,0234212RS-1118689-1,20
KA02,Essarr Automotives,WKA0220163,KER,KER-WKA0220163,1,0220163CO-1118388-1,0,-,1,0220163AF-1118490-1,1,0220163BF-1118437-1,1,0220163SP-1118607-1,1,0220163CB-1118281-1,1,0220163COA-1118196-1,1,0220163CYA-1118430-1,1,0220163CD-1118183-1,1,0220163CS-1118552-1,0,-,0,-,1,0220163BS-1118426-1,1,0220163WB-1118632-1,1,0220163HL-1118352-1,0,-,1,0220163ADS-1118764-1,1,0220163MT-1118777-1,1,0220163SEA-1118712-1,1,0220163RS-1118690-1,16
KA02,Essarr Automotives,WKA0227006,BNG,BNG-WKA0227006,0,-,0,-,0,-,1,0227006BF-1118438-1,0,-,0,-,0,-,1,0227006CYA-1118431-1,0,-,1,0227006CS-1118553-1,1,0227006CK-1118593-1,0,-,0,-,0,-,0,-,0,-,1,0227006ADS-1118765-1,1,0227006MT-1118778-1,1,0227006SEA-1118713-1,1,0227006RS-1118691-1,8
KA02,Essarr Automotives,WKA0222868,BNG,BNG-WKA0222868,1,0222868CO-1118389-1,0,-,0,-,1,0222868BF-1118439-1,0,-,0,-,0,-,1,0222868CYA-1118432-1,0,-,1,0222868CS-1118554-1,1,0222868CK-1118594-1,0,-,1,0222868BS-1118427-1,0,-,1,0222868HL-1118353-1,0,-,1,0222868ADS-1118766-1,1,0222868MT-1118779-1,1,0222868SEA-1118714-1,1,0222868RS-1118692-1,11
KA02,Essarr Automotives,WKA0207594,BOM,BOM-WKA0207594,0,-,0,-,0,-,1,0207594BF-1118440-1,0,-,0,-,0,-,1,0207594CYA-1118433-1,0,-,0,-,1,0207594CK-1118595-1,0,-,1,0207594BS-1118428-1,1,0207594WB-1118633-1,1,0207594HL-1118354-1,0,-,1,0207594ADS-1118767-1,1,0207594MT-1118780-1,1,0207594SEA-1118715-1,0,-,9
KA02,Essarr Automotives,WKA0208182,CUR,CUR-WKA0208182,1,0208182CO-1118390-1,0,-,0,-,1,0208182BF-1118441-1,0,-,1,0208182CB-1118282-1,1,0208182COA-1118197-1,1,0208182CYA-1118434-1,1,0208182CD-1118184-1,1,0208182CS-1118555-1,1,0208182CK-1118596-1,1,0208182BP-1118260-1,1,0208182BS-1118429-1,0,-,0,-,0,-,1,0208182ADS-1118768-1,1,0208182MT-1118781-1,1,0208182SEA-1118716-1,1,0208182RS-1118693-1,14
KA02,Essarr Automotives,WKA0209169,KEN,KEN-WKA0209169,0,-,0,-,0,-,0,-,0,-,1,0209169CB-1118283-1,1,0209169COA-1118198-1,1,0209169CYA-1118435-1,1,0209169CD-1118185-1,1,0209169CS-1118556-1,0,-,0,-,1,0209169BS-1118430-1,0,-,1,0209169HL-1118355-1,0,-,1,0209169ADS-1118769-1,1,0209169MT-1118782-1,1,0209169SEA-1118717-1,1,0209169RS-1118694-1,11
KA02,Essarr Automotives,WKA0223550,KEN,KEN-WKA0223550,0,-,0,-,0,-,0,-,0,-,1,0223550CB-1118284-1,0,-,0,-,0,-,1,0223550CS-1118557-1,0,-,0,-,0,-,0,-,1,0223550HL-1118356-1,0,-,1,0223550ADS-1118770-1,1,0223550MT-1118783-1,1,0223550SEA-1118718-1,1,0223550RS-1118695-1,7
KA02,Essarr Automotives,WKA0208948,BNG,BNG-WKA0208948,1,0208948CO-1118391-1,1,0208948OF-1118550-1,1,0208948AF-1118491-1,1,0208948BF-1118442-1,1,0208948SP-1118608-1,1,0208948CB-1118285-1,1,0208948COA-1118199-1,1,0208948CYA-1118436-1,1,0208948CD-1118186-1,1,0208948CS-1118558-1,1,0208948CK-1118597-1,1,0208948BP-1118261-1,1,0208948BS-1118431-1,1,0208948WB-1118634-1,0,-,0,-,1,0208948ADS-1118771-1,1,0208948MT-1118784-1,0,-,1,0208948RS-1118696-1,17
KA02,Essarr Automotives,WKA0261694,CHD,CHD-WKA0261694,0,-,0,-,0,-,0,-,1,0261694SP-1118609-1,0,-,0,-,1,0261694CYA-1118437-1,0,-,0,-,1,0261694CK-1118598-1,1,0261694BP-1118262-1,0,-,0,-,0,-,0,-,1,0261694ADS-1118772-1,1,0261694MT-1118785-1,1,0261694SEA-1118719-1,1,0261694RS-1118697-1,8
KA02,Essarr Automotives,WKA0220453,KEN,KEN-WKA0220453,1,0220453CO-1118392-1,0,-,0,-,1,0220453BF-1118443-1,0,-,0,-,0,-,1,0220453CYA-1118438-1,0,-,1,0220453CS-1118559-1,1,0220453CK-1118599-1,0,-,1,0220453BS-1118432-1,0,-,1,0220453HL-1118357-1,0,-,1,0220453ADS-1118773-1,1,0220453MT-1118786-1,1,0220453SEA-1118720-1,1,0220453RS-1118698-1,11
