DDT Code,DDT Name,IW Code,LOC Code,IW Category,COOLANT,Value,OIL FILTER,AIR FILTER - INLET,Till Date,Variance,BELT - BELT WATER PUMP,Till Date,Variance,BRAKE FLUID,Till Date,Variance,FUEL FILTER,Till Date,Variance,SERVICE KIT,Till Date,Variance,SPARK PLUG,Till Date,Variance,SPARK PLUG-Heater,Till Date,Variance,Value,CLUTCH - BEARING,Value,CLUTCH - COVER ASSY,Value,CLUTCH - CYLINDER ASSY,Value,CLUTCH - DISC,Value,CLUTCH - SET,Value,CLUTCH KIT,Value,BRAKE PAD,Value,BRAKE SHOE,Value,ARM ASSY - FRONT,Value,ARM ASSY - REAR,Value,SHOCK ABSORBER,Value,STRUTS - STRUT ASSY,Value,STRUTS - STRUT SET,STEERING - CASE SET,Till Date,Variance,STEERING - GEAR BOX ASSY,Till Date,Variance,STEERING - SHAFT ASSY,Till Date,Variance,STEERING - TIE ROD END,Till Date,Variance,BEARING -Wheel,Till Date,Variance,BELT - TIMING,Till Date,Variance,BULBS,Till Date,Variance, FRONT,Till Date,Variance,INTERMEDIATE,Till Date,Variance,HORN ASSY,Till Date,Variance,FUEL PUMP,Till Date,Variance,WEATHERSTRIP,Till Date,Variance,WINDSHIELD,Till Date,Variance,HEADLAMP,Till Date,Variance,TAIL LIGHT,Till Date,Variance,RADIATOR,Till Date,Variance, AIR DRYING SEALER,Till Date,Variance,MASKING TAPE,Till Date,Variance, SEALENT,Till Date,Variance,RUST SMASH,Till Date,Variance,Value,WIPER - BLADE,Value,WIPER KIT,Value
KA02,Essarr Automotives,WKA0222780,BNG,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,0,,,1,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0206701,BNG,5k-25k,0,0,0,2,,,1,,,1,,,0,,,1,,,2,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,0,,,0,,,1,,,0,,,1,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0224779,KEN,5k-25k,0,0,2,0,,,1,,,1,,,0,,,1,,,0,,,0,,,134.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,0,,,1,,,1,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0229692,VKN,5k-25k,0,0,0,0,,,0,,,1,,,0,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,0,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0275026,KEN,5k-25k,0,0,0,0,,,1,,,0,,,0,,,1,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,0,,,0,,,2,,,0,,,1,,,1,,,1,,,1,,,0,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209739,BRG,5k-25k,0,0,2,0,,,0,,,1,,,0,,,1,,,0,,,1,,,367.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,2,,,0,,,1,,,0,,,0,,,1,,,0,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0263093,BNG,5k-25k,0,0,1,2,,,1,,,0,,,1,,,0,,,2,,,1,,,302.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,2,,,0,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0266753,KNT,5k-25k,0,0,2,0,,,0,,,1,,,1,,,1,,,0,,,0,,,605.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,2,,,2,,,0,,,1,,,0,,,1,,,0,,,1,,,2,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,1,449.15,0,0
KA02,Essarr Automotives,WKA0207106,YED,5k-25k,0,0,0,2,,,0,,,0,,,0,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209288,ANE,5k-25k,0,0,0,2,,,1,,,0,,,0,,,0,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,0,,,0,,,1,,,1,,,0,,,0,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0232544,ANE,5k-25k,0,0,2,0,,,0,,,0,,,0,,,0,,,2,,,0,,,134.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1170.31,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,0,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0250401,CHD,5k-25k,0,0,1,2,,,0,,,1,,,1,,,1,,,2,,,1,,,302.54,0,0,0,0,0,0,0,0,0,0,0,0,1,1236.71,0,0,1,391.4,0,0,0,0,0,0,0,1,,,0,,,1,,,0,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0232403,YED,5k-25k,0,0,0,2,,,1,,,0,,,0,,,0,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0206824,YED,5k-25k,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0210223,KEN,5k-25k,0,0,1,0,,,1,,,1,,,0,,,0,,,0,,,1,,,65.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0219282,CUR,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,2,,,1,,,1,,,0,,,1,,,1,,,0,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0264530,KNT,5k-25k,0,0,0,0,,,0,,,0,,,0,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,1,,,0,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0295464,KNT,5k-25k,0,0,9,2,,,0,,,0,,,0,,,0,,,2,,,1,,,595.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,0,,,2,,,1,,,1,,,1,,,1,,,0,,,0,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,1,386.44
KA02,Essarr Automotives,WKA0271857,KEN,5k-25k,0,0,1,2,,,1,,,0,,,1,,,1,,,2,,,0,,,302.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,2,,,0,,,0,,,1,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0206218,BOM,5k-25k,0,0,11,0,,,0,,,1,,,0,,,1,,,0,,,0,,,997.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,0,,,2,,,2,,,0,,,1,,,1,,,1,,,0,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0207811,BOM,5k-25k,0,0,6,0,,,0,,,0,,,0,,,1,,,0,,,1,,,1815.24,0,0,0,0,0,0,0,0,1,1535.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,0,,,0,,,1,,,1,,,1,,,0,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,1,,,0,0,0,3,1159.32
KA02,Essarr Automotives,WKA0209255,ANE,5k-25k,0,0,3,0,,,0,,,0,,,0,,,1,,,0,,,1,,,674.57,0,0,0,0,1,2450.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0211073,KEN,5k-25k,0,0,2,0,,,0,,,0,,,0,,,0,,,0,,,1,,,411.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,0,,,0,,,1,,,0,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209164,KEN,5k-25k,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1328.12,0,0,0,0,0,0,0,0,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0276646,CHD,5k-25k,0,0,0,2,,,1,,,0,,,1,,,1,,,2,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0208952,YED,5k-25k,0,0,0,0,,,1,,,1,,,0,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209179,KEN,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0,1,2450.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,0,,,0,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0206817,YED,5k-25k,0,0,0,0,,,0,,,0,,,1,,,0,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0220301,KER,5k-25k,0,0,3,2,,,1,,,0,,,0,,,0,,,2,,,1,,,674.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0219903,KER,5k-25k,0,0,0,2,,,0,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,0,,,2,,,0,,,1,,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0299024,YED,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,2,,,1,,,0,,,1,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0235027,BRG,5k-25k,0,0,0,0,,,1,,,1,,,0,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1170.31,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0239329,BNG,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209171,KEN,5k-25k,0,0,0,0,,,0,,,1,,,0,,,0,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209180,KEN,5k-25k,0,0,0,2,,,1,,,0,,,1,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2128.12,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,2,,,0,,,0,,,1,,,1,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0264250,KNT,5k-25k,0,0,0,0,,,1,,,0,,,0,,,0,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,0,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0218571,YED,5k-25k,0,0,0,0,,,0,,,0,,,1,,,0,,,2,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,0,,,1,,,2,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0207637,BOM,5k-25k,0,0,8,2,,,0,,,0,,,0,,,1,,,2,,,1,,,772.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,745.3,0,0,0,0,0,0,0,0,,,0,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0250062,CHD,5k-25k,0,0,0,2,,,0,,,1,,,0,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,664.06,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0292883,KER,5k-25k,0,0,1,2,,,1,,,0,,,1,,,0,,,2,,,1,,,302.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,0,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0260918,KNT,5k-25k,0,0,2,0,,,1,,,1,,,0,,,0,,,2,,,0,,,605.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,2,,,0,,,0,,,1,,,1,,,0,,,0,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA020157351,CUR,5k-25k,0,0,11,0,,,0,,,0,,,0,,,0,,,2,,,0,,,743.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,1,,,2,,,2,,,0,,,0,,,0,,,1,,,0,,,1,,,2,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0281985,BOM,5k-25k,0,0,1,2,,,0,,,1,,,0,,,1,,,2,,,1,,,302.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1718.75,0,0,2,1250,0,0,0,1,,,1,,,1,,,0,,,2,,,0,,,1,,,0,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,1,85.59,1,335.59
KA02,Essarr Automotives,WKA0238390,YED,5k-25k,0,0,0,2,,,1,,,0,,,0,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2329.68,0,0,0,1,,,0,,,0,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,0,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0208912,YED,5k-25k,0,0,0,0,,,1,,,1,,,0,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,1,1557.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,0,,,1,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0218561,BRG,5k-25k,0,0,0,0,,,0,,,1,,,0,,,1,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,496.09,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,0,,,0,,,1,,,0,,,1,,,0,,,0,,,2,,,1,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0221172,KER,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,1,2593.75,0,0,0,0,0,0,2,782.8,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209283,KNT,5k-25k,0,0,0,2,,,1,,,0,,,1,,,1,,,2,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,0,1,266.94,0,0
KA02,Essarr Automotives,WKA0206821,YED,5k-25k,0,0,0,2,,,1,,,1,,,1,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,0,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA020149385,BOM,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,1,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0219920,KER,5k-25k,0,0,2,0,,,1,,,0,,,1,,,0,,,2,,,0,,,372.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA020165458,CUR,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,2,3257.03,0,0,0,0,0,0,0,0,0,0,4,4256.24,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209753,BOM,5k-25k,0,0,2,0,,,1,,,0,,,1,,,1,,,2,,,0,,,367.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1170.31,0,0,0,0,0,0,0,1,,,0,,,1,,,2,,,0,,,0,,,1,,,1,,,1,,,0,,,0,,,2,,,1,,,0,,,1,,,0,,,1,,,1,,,1,,,1,,,0,0,0,1,335.59
KA02,Essarr Automotives,WKA0225134,KEN,5k-25k,0,0,0,0,,,1,,,1,,,0,,,0,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,0,,,2,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA020142330,YED,5k-25k,0,0,0,2,,,1,,,1,,,0,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,1,,,0,,,1,,,0,,,1,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0206691,YED,5k-25k,0,0,0,0,,,1,,,0,,,0,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,1,,,0,,,1,,,1,,,1,,,0,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209729,BRG,5k-25k,0,0,2,0,,,0,,,1,,,0,,,0,,,2,,,1,,,134.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,2,,,1,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0207610,BOM,5k-25k,0,0,0,0,,,0,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,782.8,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,0,,,0,,,1,,,0,,,1,,,1,,,0,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA020129484,KNT,5k-25k,0,0,2,0,,,0,,,1,,,0,,,1,,,0,,,1,,,134.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0256658,BOM,5k-25k,0,0,0,2,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0250058,CHD,5k-25k,0,0,0,2,,,0,,,0,,,1,,,1,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0263152,KNT,5k-25k,0,0,4,0,,,1,,,1,,,1,,,0,,,0,,,1,,,506.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2493.74,0,0,0,0,0,0,0,0,,,0,,,1,,,2,,,2,,,1,,,0,,,1,,,1,,,0,,,1,,,2,,,0,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0208913,BNG,5k-25k,0,0,0,0,,,1,,,1,,,1,,,1,,,2,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,2,,,2,,,1,,,1,,,1,,,1,,,0,,,1,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
