DDT Code,DDT Name,IW Code,LOC Code,IW Category,COOLANT,Value,OIL FILTER,AIR FILTER - INLET,Till Date,Variance,BELT - BELT WATER PUMP,Till Date,Variance,BRAKE FLUID,Till Date,Variance,FUEL FILTER,Till Date,Variance,SERVICE KIT,Till Date,Variance,SPARK PLUG,Till Date,Variance,SPARK PLUG-Heater,Till Date,Variance,Value,CLUTCH - BEARING,Value,CLUTCH - COVER ASSY,Value,CLUTCH - CYLINDER ASSY,Value,CLUTCH - DISC,Value,CLUTCH - SET,Value,CLUTCH KIT,Value,BRAKE PAD,Value,BRAKE SHOE,Value,ARM ASSY - FRONT,Value,ARM ASSY - REAR,Value,SHOCK ABSORBER,Value,STRUTS - STRUT ASSY,Value,STRUTS - STRUT SET,STEERING - CASE SET,Till Date,Variance,STEERING - GEAR BOX ASSY,Till Date,Variance,STEERING - SHAFT ASSY,Till Date,Variance,STEERING - TIE ROD END,Till Date,Variance,BEARING -Wheel,Till Date,Variance,BELT - TIMING,Till Date,Variance,BULBS,Till Date,Variance, FRONT,Till Date,Variance,INTERMEDIATE,Till Date,Variance,HORN ASSY,Till Date,Variance,FUEL PUMP,Till Date,Variance,WEATHERSTRIP,Till Date,Variance,WINDSHIELD,Till Date,Variance,HEADLAMP,Till Date,Variance,TAIL LIGHT,Till Date,Variance,RADIATOR,Till Date,Variance, AIR DRYING SEALER,Till Date,Variance,MASKING TAPE,Till Date,Variance, SEALENT,Till Date,Variance,RUST SMASH,Till Date,Variance,Value,WIPER - BLADE,Value,WIPER KIT,Value
KA02,Essarr Automotives,WKA0222147,KEN,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0208901,YED,(<5k),0,0,0,0,,,0,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0209266,KNT,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0225254,KEN,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0218864,CHD,(<5k),0,0,0,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0228376,BOM,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0250383,YED,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0229034,KEN,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0261810,YED,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0287223,BNG,(<5k),0,0,0,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0249478,KEN,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0208935,BNG,(<5k),0,0,0,0,,,0,,,1,,,1,,,1,,,0,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0248590,YED,(<5k),0,0,0,1,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA02,Essarr Automotives,WKA0234568,BNG,(<5k),0,0,0,0,,,0,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0309839,MNG,(>3L),0,0,0,72,,,0,,,0,,,18,,,1,,,14,,,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,,,0,,,0,,,39,,,9,,,15,,,0,,,1,,,6,,,0,,,0,,,9,,,11,,,0,,,0,,,0,,,1,,,4,,,0,,,0,0,0,0,0
KA03,Maroor Motors,WKA0318123,MNG,1L-3L,24,5349.12,56,0,,,0,,,0,,,10,,,3,,,0,,,0,,,5654.08,0,0,2,1164.06,0,0,2,1679.68,0,0,0,0,13,9317.1,0,0,10,6122.61,0,0,0,0,0,0,7,3,,,0,,,0,,,0,,,19,,,4,,,0,,,3,,,1,,,4,,,2,,,0,,,3,,,5,,,0,,,0,,,0,,,1,,,2,,,0,,,13487.49,0,0,0,0
KA03,Maroor Motors,WKA0313605,MNG,1L-3L,12,2674.56,0,21,,,0,,,0,,,10,,,3,,,0,,,3,,,0,0,0,2,1688.28,1,2450.78,2,1919.53,0,0,0,0,0,0,0,0,0,0,0,0,4,4146.86,0,0,0,3,,,0,,,0,,,0,,,0,,,4,,,0,,,3,,,1,,,0,,,0,,,0,,,3,,,0,,,0,,,2,,,0,,,1,,,2,,,0,,,0,0,0,0,0
KA03,Maroor Motors,WKA0312980,PTU,1L-3L,0,0,0,21,,,0,,,10,,,10,,,3,,,19,,,3,,,0,3,452.52,0,0,0,0,2,976.56,0,0,0,0,10,6225.72,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,4,,,0,,,1,,,4,,,2,,,13,,,0,,,5,,,7,,,0,,,0,,,1,,,0,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0319132,MNG,1L-3L,0,0,16,21,,,0,,,10,,,0,,,3,,,19,,,3,,,1323.69,0,0,1,782.81,0,0,2,1228.9,0,0,0,0,4,4946.84,5,2867.15,12,4668.7,5,3278.09,0,0,0,0,2,0,,,0,,,0,,,0,,,19,,,4,,,4,,,3,,,1,,,4,,,0,,,0,,,0,,,5,,,0,,,0,,,1,,,1,,,0,,,1,,,2968.74,1,140.67,0,0
KA03,Maroor Motors,WKA0313471,HSN,1L-3L,72,16047.36,25,21,,,4,,,0,,,10,,,3,,,19,,,0,,,1970.3,0,0,1,582.03,0,0,1,839.84,0,0,0,0,0,0,0,0,0,0,0,0,2,2865.62,0,0,0,0,,,0,,,0,,,15,,,19,,,4,,,4,,,0,,,1,,,4,,,2,,,13,,,0,,,5,,,7,,,0,,,0,,,1,,,0,,,0,,,0,0,0,0,0
KA03,Maroor Motors,WKA0384405,MNG,1L-3L,0,0,67,21,,,0,,,10,,,10,,,3,,,0,,,3,,,7816.77,1,709.32,1,981.25,2,1612.5,1,1431.25,5,6358.59,2,2960.92,16,11272.54,0,0,6,4551.54,0,0,0,0,0,0,3,0,,,0,,,0,,,0,,,0,,,4,,,4,,,0,,,1,,,4,,,2,,,0,,,0,,,5,,,7,,,0,,,1,,,1,,,2,,,1,,,4687.49,0,0,0,0
KA03,Maroor Motors,WKA0310527,CKG,1L-3L,24,5349.12,73,21,,,4,,,10,,,10,,,0,,,19,,,3,,,5068.53,2,1418.64,0,0,2,3257.03,0,0,0,0,0,0,29,25776.38,7,4053.09,21,18345.23,0,0,8,6653.12,0,0,0,0,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,0,,,0,,,7,,,0,,,0,,,1,,,0,,,1,,,0,2,171.18,0,0
KA03,Maroor Motors,WKA030119383,HSN,1L-3L,0,0,0,21,,,4,,,10,,,10,,,3,,,19,,,3,,,0,1,398.43,0,0,0,0,0,0,0,0,0,0,0,0,1,1118.75,3,1846.86,0,0,2,2865.62,0,0,1,3,,,0,,,0,,,15,,,19,,,4,,,0,,,3,,,1,,,4,,,2,,,13,,,3,,,0,,,7,,,0,,,0,,,1,,,2,,,1,,,2746.09,1,266.94,0,0
KA03,Maroor Motors,WKA0312697,MYO,1L-3L,4,891.52,3,21,,,4,,,10,,,10,,,3,,,0,,,3,,,433.04,0,0,3,2313.28,1,2450.78,3,2298.43,0,0,0,0,0,0,0,0,0,0,0,0,2,2865.62,0,0,1,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,0,,,13,,,3,,,5,,,7,,,0,,,1,,,1,,,2,,,1,,,1718.75,0,0,6,2377.1
KA03,Maroor Motors,WKA0319481,MYS,1L-3L,0,0,48,21,,,4,,,10,,,0,,,3,,,0,,,3,,,3233.76,4,1904.61,1,726.56,0,0,5,2632.79,1,1557.03,0,0,7,7824.17,9,7629.26,6,2976.54,0,0,5,2593.74,0,0,6,0,,,0,,,0,,,15,,,19,,,4,,,0,,,0,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,1,,,1,,,2,,,1,,,10903.1,2,266.1,0,0
KA03,Maroor Motors,WKA0318992,MYS,1L-3L,0,0,72,21,,,4,,,10,,,10,,,3,,,19,,,3,,,4799.76,0,0,2,1935.15,0,0,2,2463.66,0,0,0,0,5,7477.3,0,0,14,12753.86,0,0,0,0,2,4039.06,3,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,0,,,0,,,1,,,1,,,2,,,0,,,7897.65,2,486.43,0,0
KA03,Maroor Motors,WKA0343625,HSN,1L-3L,0,0,1,21,,,4,,,10,,,10,,,3,,,19,,,3,,,302.54,0,0,1,582.03,0,0,0,0,0,0,0,0,0,0,0,0,2,782.8,0,0,6,4615.62,0,0,4,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,0,,,7,,,2,,,1,,,1,,,2,,,1,,,8331.24,0,0,0,0
KA03,Maroor Motors,WKA0318124,MNG,1L-3L,0,0,10,21,,,4,,,0,,,10,,,3,,,19,,,3,,,3025.4,8,1206.72,1,981.25,1,2450.78,1,1431.25,2,3390.62,0,0,1,820.31,22,14107.31,0,0,0,0,7,6765.61,1,2019.53,1,3,,,0,,,0,,,15,,,0,,,0,,,0,,,3,,,1,,,4,,,0,,,13,,,3,,,5,,,7,,,2,,,0,,,1,,,2,,,1,,,2248.43,2,203.38,0,0
KA03,Maroor Motors,WKA0312667,MYS,1L-3L,0,0,0,0,,,0,,,10,,,10,,,3,,,19,,,3,,,0,10,1508.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,0,,,0,,,0,,,19,,,4,,,4,,,3,,,1,,,4,,,0,,,13,,,3,,,5,,,7,,,0,,,1,,,1,,,2,,,1,,,6171.86,0,0,0,0
KA03,Maroor Motors,WKA0309952,MNG,1L-3L,0,0,0,21,,,4,,,10,,,10,,,0,,,19,,,3,,,0,0,0,0,0,1,2450.78,0,0,0,0,0,0,10,12367.1,5,5791,8,3080.45,0,0,6,8596.86,0,0,0,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,0,,,13,,,3,,,5,,,0,,,2,,,0,,,1,,,2,,,1,,,0,1,266.94,0,0
KA03,Maroor Motors,WKA0324220,HSN,1L-3L,0,0,92,21,,,0,,,0,,,10,,,3,,,19,,,3,,,10748.8,2,1418.64,0,0,1,2450.78,0,0,1,1347.65,0,0,4,7217.96,2,2468.74,2,1431.24,0,0,0,0,0,0,7,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,0,,,1,,,1,,,2,,,1,,,10403.09,0,0,0,0
KA03,Maroor Motors,WKA0319118,HSN,1L-3L,16,3566.08,39,21,,,4,,,10,,,10,,,0,,,19,,,3,,,3972.73,7,2789.01,1,981.25,0,0,1,1431.25,5,3372.64,0,0,10,9274.15,4,2461.7,20,8554.64,0,0,2,875,2,3125,2,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,0,,,2,,,0,,,1,,,2,,,0,,,2968.74,14,1817.73,2,772.88
KA03,Maroor Motors,WKA0360914,MNG,1L-3L,0,0,5,21,,,4,,,10,,,10,,,3,,,19,,,3,,,347.45,0,0,0,0,0,0,0,0,0,0,0,0,5,6183.55,0,0,1,391.4,0,0,2,1742.18,0,0,2,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,0,,,1,,,1,,,2,,,1,,,3437.5,1,215.25,0,0
KA03,Maroor Motors,WKA0320461,MNG,1L-3L,0,0,4,21,,,0,,,10,,,10,,,3,,,19,,,3,,,277.96,0,0,1,782.81,0,0,1,850,0,0,0,0,0,0,0,0,4,5459.36,0,0,0,0,0,0,0,3,,,1,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,0,,,3,,,5,,,0,,,2,,,1,,,1,,,2,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0309677,MYS,1L-3L,0,0,0,21,,,4,,,10,,,10,,,3,,,19,,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1453.12,3,1953.11,0,0,1,1177.34,0,0,3,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,1,,,1,,,2,,,0,,,6790.62,0,0,0,0
KA03,Maroor Motors,WKA0317144,CKG,1L-3L,1,222.88,4,21,,,4,,,10,,,10,,,3,,,19,,,3,,,269.48,0,0,0,0,1,806.25,0,0,4,4939.84,0,0,0,0,0,0,2,1990.62,0,0,2,2329.68,0,0,0,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,0,,,5,,,7,,,2,,,0,,,1,,,2,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0313124,HSN,1L-3L,7,1560.16,7,21,,,4,,,10,,,10,,,3,,,19,,,3,,,702.52,2,796.86,1,981.25,2,4901.56,1,1431.25,3,4820.31,0,0,5,6183.55,0,0,0,0,0,0,4,1750,0,0,0,0,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,1,,,1,,,2,,,0,,,0,8,864.38,2,671.18
KA03,Maroor Motors,WKA030127068,HSN,1L-3L,5,1114.4,34,21,,,4,,,10,,,10,,,3,,,19,,,3,,,3523.67,4,1409.43,0,0,0,0,0,0,2,2400.78,0,0,0,0,1,440.62,12,4340.58,0,0,4,1559.36,3,2257.8,1,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,0,,,1,,,0,,,1,,,1484.37,5,549.98,0,0
KA03,Maroor Motors,WKA0309722,MYS,1L-3L,0,0,1,21,,,4,,,10,,,10,,,3,,,19,,,3,,,65.25,1,709.32,1,625,0,0,1,378.9,0,0,0,0,0,0,0,0,6,7867.18,0,0,0,0,0,0,2,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,1,,,1,,,2,,,1,,,2968.74,0,0,0,0
KA03,Maroor Motors,WKA0309702,MNG,1L-3L,0,0,2,21,,,4,,,10,,,10,,,3,,,19,,,3,,,605.08,0,0,0,0,0,0,0,0,3,3339.84,0,0,10,7980.4,0,0,0,0,1,667.18,2,2342.18,0,0,1,3,,,1,,,1,,,15,,,0,,,4,,,4,,,3,,,1,,,0,,,2,,,13,,,3,,,5,,,7,,,2,,,0,,,1,,,2,,,1,,,1718.75,2,171.18,0,0
KA03,Maroor Motors,WKA0309708,UDU,1L-3L,0,0,0,21,,,4,,,10,,,10,,,3,,,19,,,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1064.06,0,0,1,1177.34,1,1378.12,0,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0313546,MNG,1L-3L,0,0,0,21,,,4,,,10,,,10,,,3,,,19,,,3,,,0,0,0,1,981.25,3,7352.34,1,1431.25,1,1113.28,0,0,2,2473.42,1,790.23,1,1152.34,0,0,2,2329.68,0,0,2,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,0,,,1,,,2,,,1,,,5427.34,0,0,0,0
KA03,Maroor Motors,WKA0319927,MNG,1L-3L,0,0,36,21,,,4,,,10,,,0,,,3,,,19,,,3,,,3857.54,1,398.43,0,0,0,0,1,839.84,0,0,0,0,3,6197.64,1,1158.2,4,3004.68,0,0,0,0,0,0,0,3,,,0,,,0,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,1,,,1,,,2,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0334654,CKG,1L-3L,0,0,27,21,,,4,,,10,,,10,,,0,,,19,,,3,,,2342.33,0,0,0,0,0,0,0,0,2,3252.34,0,0,4,4069.5,0,0,4,1565.6,0,0,0,0,0,0,4,3,,,0,,,1,,,15,,,19,,,4,,,4,,,3,,,1,,,4,,,2,,,13,,,3,,,5,,,7,,,2,,,0,,,1,,,0,,,1,,,6875,10,1685.55,0,0
KA03,Maroor Motors,WKA0329527,MNG,75k-1L,24,5349.12,24,9,,,2,,,0,,,3,,,2,,,8,,,2,,,1566,0,0,5,3125,0,0,7,2652.3,0,0,1,1480.46,2,718.74,0,0,27,9380.4,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,3,,,1,,,0,,,1,,,0,,,0,,,7,,,2,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0321601,MYO,75k-1L,0,0,5,9,,,2,,,3,,,3,,,2,,,8,,,2,,,576.26,0,0,0,0,1,2450.78,0,0,0,0,0,0,1,1226.56,0,0,6,2393.72,0,0,0,0,5,8812.5,0,1,,,0,,,1,,,12,,,12,,,3,,,1,,,0,,,1,,,1,,,0,,,7,,,2,,,0,,,3,,,0,,,1,,,1,,,1,,,0,,,0,0,0,0,0
KA03,Maroor Motors,WKA0320140,MND,75k-1L,5,1114.4,20,0,,,2,,,3,,,0,,,0,,,8,,,2,,,1800.78,0,0,0,0,0,0,0,0,2,2400.78,0,0,9,2874.15,0,0,0,0,0,0,1,437.5,0,0,0,1,,,0,,,0,,,0,,,12,,,3,,,0,,,2,,,1,,,0,,,0,,,0,,,2,,,0,,,3,,,0,,,1,,,1,,,1,,,1,,,0,4,374.56,1,335.59
KA03,Maroor Motors,WKA0379723,MNG,75k-1L,0,0,0,9,,,2,,,3,,,3,,,2,,,8,,,2,,,0,0,0,0,0,0,0,0,0,1,1632.03,0,0,6,7420.26,0,0,2,887.49,0,0,0,0,0,0,0,0,,,1,,,1,,,12,,,12,,,3,,,0,,,2,,,1,,,0,,,1,,,7,,,0,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,0,0,0,0,0
KA03,Maroor Motors,WKA0318295,PTU,75k-1L,0,0,0,9,,,0,,,3,,,3,,,2,,,8,,,2,,,0,2,796.86,1,707.03,0,0,3,1464.84,1,843.75,0,0,3,3293.73,6,3967.16,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,12,,,12,,,3,,,0,,,0,,,1,,,0,,,0,,,7,,,2,,,0,,,3,,,0,,,0,,,1,,,0,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0318619,MNG,75k-1L,0,0,0,9,,,0,,,3,,,0,,,2,,,0,,,2,,,0,0,0,2,1207.03,0,0,2,1218.74,1,846.09,0,0,3,3710.13,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,1,,,0,,,0,,,3,,,1,,,2,,,1,,,1,,,0,,,7,,,2,,,2,,,0,,,0,,,1,,,1,,,1,,,1,,,1484.37,6,577.94,0,0
KA03,Maroor Motors,WKA0320377,MYO,75k-1L,6,1337.28,3,9,,,2,,,3,,,3,,,2,,,8,,,2,,,195.75,0,0,0,0,0,0,0,0,0,0,0,0,3,3249.2,1,546.87,4,1565.6,0,0,2,875,0,0,0,0,,,0,,,1,,,12,,,12,,,0,,,1,,,2,,,1,,,0,,,0,,,7,,,2,,,0,,,0,,,0,,,1,,,1,,,1,,,0,,,0,0,0,1,386.44
KA03,Maroor Motors,WKA0313536,HSN,75k-1L,0,0,0,9,,,0,,,0,,,0,,,0,,,8,,,2,,,0,1,398.43,0,0,0,0,0,0,2,3707.03,1,2027.34,9,12424.14,8,6195.28,20,8673.38,0,0,1,1164.84,0,0,2,0,,,0,,,0,,,12,,,12,,,3,,,0,,,2,,,1,,,0,,,0,,,7,,,2,,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,5362.5,0,0,2,722.03
KA03,Maroor Motors,WKA0317152,CKG,75k-1L,7,1560.16,0,9,,,2,,,3,,,3,,,2,,,8,,,2,,,0,1,398.43,1,707.03,0,0,1,488.28,0,0,0,0,1,1236.71,3,1671.47,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,12,,,12,,,0,,,1,,,2,,,1,,,0,,,0,,,7,,,2,,,0,,,3,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0397423,MNG,75k-1L,12,2674.56,25,9,,,2,,,3,,,3,,,2,,,8,,,2,,,1694.85,2,796.86,0,0,2,1612.5,0,0,0,0,0,0,0,0,4,1762.48,2,2340.62,0,0,4,3871.86,0,0,2,0,,,0,,,0,,,12,,,12,,,3,,,0,,,0,,,1,,,0,,,0,,,7,,,2,,,2,,,3,,,0,,,0,,,1,,,0,,,1,,,5492.18,0,0,0,0
KA03,Maroor Motors,WKA0321475,CKG,75k-1L,0,0,0,9,,,2,,,3,,,3,,,0,,,8,,,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,0,,,12,,,12,,,3,,,1,,,2,,,1,,,1,,,0,,,0,,,2,,,2,,,0,,,0,,,1,,,1,,,0,,,0,,,0,0,0,0,0
KA03,Maroor Motors,WKA0320244,UDU,75k-1L,24,5349.12,8,9,,,0,,,3,,,3,,,2,,,0,,,0,,,1255.07,0,0,0,0,1,806.25,0,0,7,12546.87,0,0,7,7363.23,3,1218.73,8,5124.96,0,0,7,5803.89,1,2101.56,4,0,,,0,,,0,,,12,,,12,,,3,,,1,,,2,,,1,,,0,,,0,,,7,,,2,,,0,,,3,,,0,,,1,,,1,,,0,,,0,,,8724.98,0,0,0,0
KA03,Maroor Motors,WKA030147485,UDU,50k-75k,0,0,0,0,,,2,,,2,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335.93,2,782.8,0,0,0,0,0,0,0,0,,,0,,,1,,,9,,,0,,,2,,,1,,,0,,,1,,,0,,,0,,,7,,,2,,,0,,,3,,,0,,,1,,,1,,,0,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0319514,PTU,50k-75k,3,668.64,21,10,,,2,,,2,,,4,,,1,,,0,,,1,,,1408.41,0,0,0,0,0,0,0,0,3,2800.78,0,0,5,1796.85,2,1230.85,0,0,0,0,0,0,0,0,0,0,,,0,,,1,,,0,,,11,,,2,,,1,,,0,,,1,,,0,,,0,,,7,,,0,,,0,,,3,,,0,,,1,,,1,,,0,,,1,,,0,3,305.07,0,0
KA03,Maroor Motors,WKA0323649,MNG,50k-75k,0,0,15,10,,,2,,,2,,,4,,,1,,,9,,,1,,,2186.4,1,699.21,0,0,0,0,0,0,1,1557.03,0,0,1,2148.43,0,0,2,782.8,0,0,0,0,0,0,0,1,,,0,,,1,,,9,,,11,,,2,,,1,,,0,,,1,,,0,,,0,,,7,,,0,,,0,,,3,,,0,,,1,,,1,,,1,,,1,,,0,0,0,0,0
KA03,Maroor Motors,WKA0320801,PTU,50k-75k,0,0,21,10,,,2,,,0,,,4,,,1,,,9,,,1,,,1412.65,0,0,0,0,0,0,0,0,0,0,0,0,8,4629.64,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,,1,,,0,,,11,,,2,,,0,,,0,,,1,,,1,,,0,,,7,,,2,,,2,,,3,,,0,,,1,,,1,,,0,,,0,,,0,0,0,0,0
